smiles
CC1=C2[C@H](C(=O)[C@]3(C)[C@H](C[C@@H]4[C@@](CO4)([C@H]3[C@@H]([C@](C[C@@H]1OC(=O)[C@@H]([C@H](c1ccccc1)N=C(O)OC(C)(C)C)O)(C2(C)C)O)OC(=O)c1ccccc1)OC(=O)C)O)O
CO/C=C(\[C@H]1C[C@@H]2N(C[C@H]1CC)CCc1c2[nH]c2c1cccc2)/C(=O)OC
CC1=C[C@@H]2[C@](CC(=C[C@H]3[C@@H]4C(C)(C)[C@@]4(C[C@@H](C)[C@]23O)OC(=O)C)CO[C@H]2[C@@H]([C@H]([C@@H]([C@@H](COC(=O)c3cc(c(c(c3)O)O)O)O2)O)O)O)(C1=O)O
CC(=CCc1c(cc(c2CC[C@@H](c3ccc(cc3O)O)Oc12)O)OC)C
C(C(=O)O)(Br)Br
CC(=O)OC[C@]1(C)CCC[C@@]23[C@@H]1[C@H](O)[C@](O)(OC2)[C@@]12[C@H]3CC[C@H]([C@H]2O)C(=C)C1=O
C/C(=C\C=C\C=C(\C=C\C=C(\C(=O)C[C@]12O[C@]2(C)C[C@H](CC1(C)C)O)/C)/C)/C=C/C=C(/C=C=C1C(C)(C)C[C@@H](C[C@@]1(C)O)OC(=O)C)\C
CNC[C@@H](c1ccc(cc1)O)O
CC1=C(C[C@H]([C@@](C)([C@@]2(CC[C@]3([C@@H]4CC=C5CC=CC(=O)[C@]5(C)[C@H]4CC[C@]23C)O)O)O)OC1=O)CO
OC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C
COc1c(=O)c2c(cc(cc2oc1c1ccc(cc1)O)O)O
CC(=CCc1c(ccc2CC[C@@H](c3ccc(cc3O)O)Oc12)O)C
C=C([C@@H]1CC[C@@]2(C)C=CC(=O)C(=C)[C@@H]2C1)C(=O)O
C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C4=CC(=O)OC4)[C@H](C[C@]32O)OC(=O)C)C1)OC)O
CN1CCc2cc(c(c3c2[C@H]1Cc1ccc(cc1)Oc1c2c(CCN(C)[C@@H]2Cc2ccc(cc2)O3)cc(c1O)OC)O)OC
c1c(cc(c(c1O)O)O)C(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC(=O)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)O)O)O
C[C@H](c1oc2c(c1)C(=O)c1c(C2=O)cccc1O)O
CC(=O)O[C@H]1CCC([C@]2([C@@]1(C)[C@H]1Cc3occc3[C@@H]3[C@@H]1[C@H](C2)OC3=O)O)(C)C
Oc1cc(O)c2c(c1)O[C@@H]([C@H](C2)OC(=O)c1cc(O)c(c(c1)O)O)c1cc(O)c(c(c1)O)O
COc1cc2c(ccc3c2c(cc(c3c2c3ccc4cc(c(cc4c3c(cc2O)OC)OC)O)O)OC)cc1O
NCCc1cc(OC)c(c(c1)OC)OC
COc1cc(c(Cc2ccc(cc2)O)c2CCc3cc(ccc3-c12)O)O
Oc1cc(C)c(c(c1)O)C(=O)Oc1cc(C)c(c(c1)O)C(=O)O
Oc1cc(C=Cc2ccc(c(c2)O)O)cc(c1)O
C=C(C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](C(C)(C)[C@@H]5CC[C@@]34C)OC(=O)/C=C/c3ccc(c(c3)OC)O)[C@@H]12)C(=O)O
Cc1cc(c(c(c1)Oc1c(cc(cc1OC)O)C(=O)OC)C(=O)O)O
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(c(c2)O)O)ccc1O
C[C@H]1CC(=O)[C@@H]2C(=CO[C@H]([C@H]12)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)C(=O)OC
CC1(C)CC[C@@]23CO[C@@]4(CC[C@@H]5[C@@]6(C)CC[C@@H](C(C)(C)[C@@H]6CC[C@@]5(C)[C@]4(C)C[C@H]3O)O[C@H]3[C@@H]([C@H]([C@H](CO3)O[C@H]3[C@@H]([C@H]([C@@H]([C@@H](CO)O3)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@@H](CO)O3)O[C@H]3[C@@H]([C@H]([C@@H]([C@@H](CO)O3)O)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@@H](CO)O3)O)O)O)O)O[C@H]3[C@@H]([C@H]([C@@H](CO3)O)O)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@@H](CO)O3)O)O)O)[C@@H]2C1
OC[C@H]1O[C@H](C[C@@H]1O)n1ccc(nc1=O)O
CCCCCCCCCCCCC[C@@H]1C[C@@H](O)C[C@]2(O1)CCC1(O2)C=CC(=O)C=C1
CN(CCc1c[nH]c2c1c(ccc2)OP(=O)(O)O)C
OC(=O)/C=C\c1ccc(c(c1)O)O
CC(=CCc1c(O)cc(c2c1OC(CC2=O)c1ccc(cc1)O)O)C
C=C(C(C)C)CC[C@H]([C@H]1CC[C@@]2([C@]1(C)CC[C@@]13[C@H]2CC[C@@H]2[C@]3(C1)CCC(=O)C2(C)C)C)C
c1ccc(cc1)C[C@@H](C(=O)O)N
COc1c2c(CCc3c2ccc(c3)O)cc(c1OC)O
COc1cc2OC(=O)c3c(Oc2c(c1Cl)C)cc(c(c3C)Cl)OC
c1cc2C(=O)C=CC(=O)c2c(c1)O
OC(=NCc1ccccc1)NCc1ccccc1
COc1cc2O[C@H](Cc2c2c1c(=O)c1c(o2)c(O)ccc1)[C@@]1(C)CO1
O[C@@H](c1ccccc1)[C@@H](N)C
COc1c(OC)cc2c3c1Oc1cc4c(cc1OC)CCN(=O)([C@H]4Cc1ccc(Oc4cc(C[C@@H]3N(CC2)C)ccc4OC)cc1)C
COc1c(OC)cc2c(c1OC)c1ccc(c(=O)cc1[C@@H](CC2)N=C(O)C)OC
CN1CCc2cc(c3cc2[C@H]1Cc1ccc(cc1)Oc1cc(ccc1OC)C[C@H]1c2c(CCN1C)cc(c(c2O3)OC)OC)OC
COc1cc(/C=C/C(=C/C(=O)/C=C/c2ccc(c(c2)OC)O)/O)ccc1O
OC(=N)NCC(C(=O)O)N
CC(=CCc1cc(ccc1O)C1CC(=O)c2c(O1)cc(cc2O)O)C
C[C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1)O)OC)O
O[C@H]1CC[C@]2([C@H]([C@@H]1O)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](N(C)C)C)C)C
C/C/1=C\CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
CC[C@H]1CN2CCc3c([C@@H]2C[C@@H]1C[C@@]1(O)NCCc2c1cc(OC)c(c2)O)cc(c(c3)O)OC
C=C(C)[C@@H]1CC[C@]2(C)[C@H](CC=C3[C@@H]4C[C@@](C)(CC[C@]4(C)CC[C@@]23C)C(=O)O)[C@@]1(C)CCC(=O)O
CN(C)CC1=C[NH2+]c2ccccc12
OC(=NC1CCCCC1)NC1CCCCC1
CCCCCCCC/C=C\CCCCCCC=O
COc1cc2CCN3C(c2cc1O)Cc1c(C3)c(OC)c(cc1)O
OC[C@H]1O[C@@H](O[C@H]2[C@@H](O[C@@H]([C@@H]([C@@H]2O[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)O)C)O[C@H]2CC[C@]3([C@H]([C@]2(C)CO)CC[C@@]2([C@@H]3C=C[C@]34[C@@]2(C)C[C@@H]([C@@]2([C@H]4CC(C)(C)CC2)CO3)O)C)C)[C@@H]([C@H]([C@@H]1O)O)O
O=C1OC[C@H]2C1=CC[C@@H]1[C@]2(C)[C@H](O)C[C@H]2[C@@]1(C)CC[C@@H]1[C@]2(C)CCCC1(C)C
CC(=CC[C@@H](C1=CC(=O)c2c(C1=O)c(O)ccc2O)O)C
COc1cc(cc(c1O)OC)C(=O)O
CC(=CCc1cc2c(=O)cc(c3ccc(cc3)O)oc2cc1OC)C
C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)O
Oc1ccc(cc1)c1cc(=O)c2c(o1)cc(c(c2O)c1cc(ccc1O)c1cc(=O)c2c(o1)cc(cc2O)O)O
NCCc1cnc[nH]1
CC(=O)C1C(=O)C=C2C(C1=O)(C)c1c(O)c(C)c(c(c1O2)C(=O)C)O
CC(C)(/C=C/C(=O)[C@@](C)([C@H]1[C@@H](C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(C(=O)C4(C)C)O)[C@]3(C)C(=O)C[C@]12C)O)O)O
CC(=CC[C@@H](C1=CC(=O)c2c(C1=O)c(O)ccc2O)OC(=O)C=C(C)C)C
Cc1cc(C)c(c(C)c1)Oc1cc(c(cc1N(=O)=O)N(=O)=O)Nc1ccc(cc1)C#N
c1ccccc1
ClCCCC[C@H]1CCCC[C@H](C)[C@@H](O)c2cc(O)c(c(c2)O)[C@H](CCCC[C@@H]([C@H](c2cc(c1c(O)c2)O)O)C)CCCC(Cl)Cl
c1ccc2c(c1)C(=O)/C(=C/c1ccc(cc1)Cl)/O2
COc1cc(ccc1O)C(=O)O
[C@H]([C@@H](C(=O)O)O)(C(=O)O)N
O=C1C=C2C(=CC=C3[C@@]2(C)CC[C@@]2([C@]3(C)CC[C@@]3([C@H]2C[C@@](C)(CC3)C(=O)O)C)C)C(=C1O)C
O=C[C@]1(C)CCC[C@]2([C@H]1CCc1c2cc(c(c1)C(C)C)O)C
COC1=CC(=O)c2c(C1=O)cccc2
C=CC/C=C\C/C=C\CCCCCCCc1c(O)c(OC)cc(c1O)OC
CC(Cc1ccccc1)N
c1ccc2c(c1)c(=O)n(CC(=O)C[C@H]1[C@@H](CCCN1)O)cn2
CCCCCCCCCCCC[C@H]([C@H]1CC[C@H]([C@@H](CCCCCCCCCCCCC2=C[C@H](C)OC2=O)O)O1)O
CC(CC(=O)OC(c1coc(c1)c1cc(O)ccc1O)CC=C(C)C)C
C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](C(C)(C)[C@@H]5CC[C@@]34C)OC(=O)C)[C@@H]2[C@H]1C)C(=O)[O-]
CCCCCCCC(=O)O[C@]12[C@H]([C@@H]3C=C(CO)[C@H]([C@]4([C@@H](C=C(C)C4=O)[C@]3([C@H](C)[C@H]1OC(=O)c1ccccc1)O)O)O)C2(C)C
CO[C@H]1C[C@@H]2CC=C[C@H](O2)C[C@@H](O)C/C=C(\C)/C=C/C(=O)O[C@H]([C@H]([C@H]([C@H](CC[C@H]2C[C@H](OC)C[C@@H](O2)C)C)O)C)[C@@H](C)[C@H](O)C[C@H](O)[C@H](C)[C@H](C[C@H]2O[C@H](C[C@H](C/C=C(/C=C/C(=O)O[C@@H]([C@H]([C@@H](C[C@@H]([C@@H]1C)O)O)C)[C@H]([C@H]([C@H](CC[C@H]1C[C@H](OC)C[C@@H](O1)C)C)O)C)\C)O)C=CC2)OC
Oc1ccc2c(c1)OC[C@H]1[C@@H]2Oc2c1cc1c(c2)OCO1
CC(CO)O
OC(=O)c1ccncc1
COc1ccccc1O
OC(=O)[C@@H]1CCCN1
CN1CCc2cc3c(c4-c5c(ccc(c5O)OC)C[C@H]1c24)OCO3
O=C1O[C@@H]2[C@@]([C@@H]1C)(O)[C@@]13[C@]4(C2)[C@H](OC3=O)C[C@H]([C@@]24[C@H](O1)OC(=O)[C@@H]2O)C(C)(C)C
C[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)Oc1c2cc(c(cc2c(c2ccc3c(c2)OCO3)c2c1COC2=O)OC)OC)O)O)O
O=C(c1cc(O)c(c(c1)O)O)O[C@H]1O[C@H](COC(=O)c2cc(O)c(c(c2)O)O)[C@H]([C@@H]([C@H]1OC(=O)c1cc(O)c(c(c1)O)O)OC(=O)c1cc(O)c(c(c1)O)O)OC(=O)c1cc(O)c(c(c1)O)O
O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](O)C)C)C
c1cc(ccc1/C=C\C(=O)c1ccc(cc1O)O)O
C[C@@H]1CC[C@@]2([C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC[C@H]6C[C@H]([C@@H](C[C@]6(C)[C@H]5CC[C@]34C)O)O[C@H]3[C@@H]([C@H]([C@H]([C@@H](CO)O3)O[C@H]3[C@@H]([C@H]([C@@H]([C@@H](CO)O3)O)O[C@H]3[C@@H]([C@H]([C@@H](CO3)O)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@@H](CO)O3)O)O)O)O)O)O2)OC1
COc1cc(ccc1O)/C=C/C(=O)OCCCc1cc2[C@@H](COC(=O)/C=C/c3ccc(c(c3)OC)O)[C@H](c3ccc(c(c3)OC)O)Oc2c(c1)OC
CC1=CC(=O)c2c(c3ccccc3[nH]2)C1=O
COc1cc(cc(c1OC)OC)[C@@H]1c2cc3c(c(c2C[C@H]2COC(=O)[C@H]12)O)OCO3
COc1c(OC)cc2c3c1Oc1cc4c(cc1OC)CCN([C@H]4Cc1ccc(Oc4cc(C[C@@H]3N(CC2)C)ccc4OC)cc1)C
O[C@@H]1[C@@H](O)[C@H](O)[C@H]2[C@H]([C@@H]1O)N=C(c1c2cc2OCOc2c1O)O
OC[C@H]1O[C@@H](OC(=O)[C@@]23CCC(=C)C[C@H]3C3=CC[C@H]4[C@@]([C@@]3(CC2)C)(C)CC[C@@H]2[C@]4(C)CC[C@@H]([C@@]2(C)CO)O[C@@H]2O[C@H](C(=O)O)[C@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O
COc1cc(cc(c1O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)OC)[C@@H]1c2cc3c(cc2C[C@H]2COC(=O)[C@H]12)OCO3
c1cc(c(cc1C(CN)O)O)O
CN1CC[C@]23[C@H]4CCC(=O)[C@@H]3Oc3c(ccc(C[C@@H]14)c23)OC
OC(=O)C(=C)OP(=O)(O)O
COc1ccc(cc1)c1coc2c(c1=O)c(O)cc(c2)OC
C[C@H](C(=O)O)N
OC[C@H]1O[C@@H](O[C@H]2[C@H]3COC(=O)[C@@H]3[C@@H](c3c2cc2OCOc2c3)c2cc(OC)c(c(c2)OC)O)[C@@H]([C@H]([C@@H]1O)O)O
Oc1ccc(cc1)c1oc2cc(O)cc(c2c(=O)c1O)O
COc1c(cc2c(c1O)[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)OC2=O)O
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O[C@@H]3OC[C@H]([C@@H]([C@H]3O)O)O)C[C@@H]3[C@]([C@H]2[C@@H]([C@]2(C(C1=C(C)[C@@H](OC(=O)[C@@H]([C@H](c1ccccc1)N=C(c1ccccc1)O)O)C2)(C)C)O)OC(=O)c1ccccc1)(CO3)OC(=O)C
COc1cc(CCc2ccc(c(c2)O)OC)cc(c1)O
CCOC(=O)N1CCC(=C2c3ccc(cc3CCc3cccnc23)Cl)CC1
O=c1c2ccccc2n(c2=C3C(=c4c(=[NH+]3)cccc4)CCn12)C
COc1cc(CCc2ccc(c(c2)OC)O)cc(c1)O
c1cc(c(cc1c1cc(=O)c2c(cc(c(c2o1)[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)O)O)O)O
OC[C@H]1O[C@@H](O[C@@H]2[C@@H](C)O[C@H](C[C@@H]2OC(=O)C)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]2[C@@H]3C[C@@H](O)[C@]3([C@]2(O)CC[C@@H]3C2=CC(=O)OC2)C)C)[C@@H]([C@H]([C@@H]1O)O)O
CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)Oc1c(=O)c2c(cc(cc2oc1c1ccc(cc1)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
CC(C)([C@]12[C@H]([C@H]3[C@]4([C@@]5(C)CCC6=C(COC6=O)[C@@H]5C[C@H]5[C@]4([C@@H]1O)O5)O3)O2)O
COc1c(O)ccc2c1cnc1c2ccc2c1cc1OCOc1c2
C[C@H]1Cc2cc3c(c(c2-c2c(cc(c(c2OC)OC)OC)[C@@H]([C@@]1(C)O)OC(=O)c1ccccc1)OC)OCO3
COC(=O)c1cc2c3ccccc3[nH]c2c(c1)O
c1cc(c(cc1c1c(c(=O)c2c(cc(cc2o1)O)O)O[C@H]1[C@@H]([C@H]([C@H](CO1)O)O)O)O)O
CC(=O)c1c(O)cccc1O
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)Oc1c(=O)c2c(cc(cc2oc1c1ccc(cc1)O)O)O)OC(=O)/C=C\c1ccc(cc1)O)OC(=O)/C=C/c1ccc(cc1)O)O
C[C@]12[C@H](CC[C@@]2([C@@H]2CC[C@]34C[C@@H]5C[C@H]([C@]3(C=O)[C@H]2[C@@H](C1=O)O)O[C@@](C)(O5)O4)O)c1ccc(=O)oc1
NC[C@H](c1ccc(c(c1)O)O)O
OC(=O)[C@H]([C@H]1ON=C(C1)O)N
CSSc1ccccn1=O
CN1Cc2c(ccc3c2OCO3)C2C(Cc3cc4c(cc3C12)OCO4)O
CC1(C)C=Cc2c(ccc3C[C@@H](COc23)c2ccc(cc2O)O)O1
C=CC(C)(C)C1=CC(=O)C(=CC1=O)CC=C(C)C
C=C1[C@@H]2C[C@@H]([C@H]3[C@]4(C)CCCC(C)(C)[C@H]4CC[C@]3(C2)C1=O)O
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](c1ccnc2ccc(cc12)OC)O
CC(=CCC/C(=C/Cc1c(cc(CCc2ccccc2)c(c1O)C(=O)O)O)/C)C
CCOC(=O)c1ncc2c(c1)c1ccccc1[nH]2
CCCCCCCCCCCCCCCCCC(=O)O[C@H]1C[C@H]([C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@H](CC[C@@]32C)[C@](C)(CCC=C(C)C)O)C1(C)C)O
OC(=O)C[C@@H]1C(=O)O[C@@H]2[C@H]3COC(=O)c4cc(O)c(c(c4c4c(C(=O)O[C@@H]2[C@@H](OC(=O)c2c5[C@H]1[C@H](O)C(=O)Oc5c(c(c2)O)O)[C@@H](O3)OC(=O)c1cc(O)c(c(c1)O)O)cc(O)c(c4O)O)O)O
Cn1cnc2c1c(O)nc(=O)n2C
COc1cc(ccc1O)[C@@H]1CC(=O)c2c(O1)c1C=CC(Oc1c(c2O)CC=C(C)C)(C)C
CC(=CCc1c(cc2c(c1O)c(=O)c1c(CC=C(C)C)c(c(c(CC=C(C)C)c1o2)O)O)O)C
CCOC(=O)c1ccccc1C(=O)OCC
CCNCC
O=C(/C=C/c1ccccc1)OCc1ccccc1
CN1CCc2cc3c(c(c2[C@@H]1[C@H]1c2ccc(c(c2C(=O)O1)OC)OC)OC)OCO3
CC(=O)O[C@H]1C[C@@]2([C@@H]3CC[C@@H]4C[C@H](CC[C@]4(C)[C@H]3CC[C@]2(C)[C@H]1C1=CC(=O)OC1)O)O
COc1cc(cc(c1OC(=O)C)OC)[C@H]1[C@H]2C(=O)OC[C@@H]2[C@H](c2c1cc1OCOc1c2)O
COc1cc2c(c(=O)cc(c3ccc(cc3)O)o2)c(c1OC)O
COc1cc2OC[C@@H]3[C@H](c2cc1OC)C(=O)c1c(O3)c2C=CC(Oc2cc1O)(C)C
CN1CCc2c([C@@H]1[C@@H]1OC(=O)c3c1ccc1c3OCO1)cc1c(c2)OCO1
OCC1=C(C)C[C@@H](OC1=O)[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2C[C@@H]2[C@]3([C@]1(C)C(=O)C[C@@H]([C@@H]3O)OS(=O)(=O)O)O2)C
CCCCCCCCCCCC(=O)c1c(cccc1O)O
C=C(CO)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(c(cc4[C@@]2(C3=O)O)OC)OC)O1
C/C(=C\COc1ccc2c(c1)oc(=O)cc2)/CC[C@H](C(=C)C)O
CC(=O)c1c2c(ccn1)c1ccc(cc1[nH]2)OC
NC(=N)NCC/C=C(\C(=O)O)/CC(=O)O
OC[C@H]1O[C@@H](Oc2cc(O)c3c(c2)oc(cc3=O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1OC[C@]([C@H]1O)(O)CO
c1ccc(cc1)[C@@H]1CC(=O)c2c(c(Cc3ccccc3O)c(c(Cc3ccccc3O)c2O1)O)O
C[C@]12C[C@@H]3[C@H]([C@@]4(C)[C@H](CC(=O)[C@@]5(C)[C@@]4([C@H](C(=O)O5)O)O)O3)[C@](C)([C@]32[C@@H](C[C@H]1c1ccoc1)O3)O
COc1cc(c(c2c1ccc(=O)o2)OC)OC
CCCCCCCCCc1ccc(cc1)O
CC(=CCC/C(=C/Cc1cc(ccc1O)c1coc2cc(ccc2c1=O)O)/C)C
COc1cc(/C=C/c2ccc(c(c2)OC)OC)cc(c1)OC
Cc1cc(c2c3c1c(cc1c3-c3c(c(cc(c3C(=O)C1(C)C)O)O)C2=O)O)O
CC(=CCc1c(ccc2c1O[C@H]1c3ccc(cc3OC[C@@]21O)O)OC)C
CN1CCc2cc3c(cc2C1C1c2ccc(c(c2C(=O)O1)OC)OC)OCO3
Cc1ccc(cc1)O
c1cc(ccc1c1coc2c(ccc(c2[C@H]2[C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)O)O)c1=O)O
C=C1CC[C@H]2[C@@](C)(CC[C@H]([C@@]2(C)CO)O)[C@@H]1C/C=C/1\[C@@H](COC1=O)O
COC1=CC=C2[C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1O
C=CCN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2
OCC1Oc2ccc(cc2OC1c1ccc(c(c1)OC)O)C1Oc2cc(O)cc(c2C(=O)C1O)O
COc1cc(ccc1O)c1c(c(=O)c2c(cc(cc2o1)O)O)O
CC(=O)O[C@H]1CC[C@@](C)([C@@]23[C@@H]([C@@H]([C@@H]([C@@H]([C@]12C)OC(=O)c1ccccc1)OC(=O)/C=C/c1ccccc1)C(C)(C)O3)OC(=O)C)O
CCCCCCCCCCCCCCCCC/C=C/1\[C@H](C(=C)OC1=O)O
C(CCCNC(=N)NC(=N)Nc1ccc(cc1)Cl)CCNC(=N)NC(=N)Nc1ccc(cc1)Cl
CCCC(=O)O[C@@H]1O[C@@H]([C@]23C1=C[C@@H](OC(=O)C(CC)C)C[C@@H]3[C@@]([C@H]([C@H]([C@H]2O)O)C)(C)CCC(=C)C=C)OC(=O)C
Oc1ccc(cc1)c1coc2c(c1=O)ccc(c2O)O
CCCCCCCCCCCCCCCCC1=C(O)C(=O)C=C(C1=O)OC
c1cc(ccc1CCN)O
CC1=C(C)C(=O)O[C@H](C1)[C@@](C)([C@@]1(CC[C@]2([C@@H]3C[C@@H]4[C@@]5([C@H](C=CC(=O)[C@]5(C)[C@H]3CC[C@]12C)O)O4)O)O)O
c1cc(c(cc1[C@@H]1[C@@H](Cc2c(cc(cc2O1)O)O)O)O)O
O[C@H]1C=C[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2NCC3)ccc1O
COc1cc(O)c(c2c1c1ccc(c(c1cc2)OC)O)c1c(O)cc(c2c1ccc1c2ccc(c1OC)O)OC
CC[C@]12C=CC(=O)N3CC[C@@]4(c5cc(c(cc5NC4=C(C1)C(=O)OC)OC)O)[C@H]23
